Ellpsometry  Data
6/19/2023
5:57 PM
Number of Zones
2
78	    4.861	7.631	11.96	11.61
77.95	4.791	7.523	12.324	11.767
77.9	4.631	7.386	12.651	12.015
77.85	4.492	7.285	13.017	12.162
77.8	4.395	7.145	13.359	12.439
77.75	4.263	7.044	13.862	12.617
77.7	5.214	6.919	14.147	12.835
77.65	4.016	6.791	14.698	13.087
77.6	3.901	6.693	15.086	13.3
77.55	3.782	6.544	15.682	13.609
77.5	3.649	6.441	16.368	13.71
77.45	3.57	6.321	16.882	14.12
77.4	3.421	6.205	17.571	14.399
77.35	3.32	6.099	17.974	14.665
77.3	3.19	5.961	18.872	15.058
77.25	3.069	5.868	19.495	15.278
77.2	2.975	5.744	20.396	15.646
77.15	2.835	5.633	21.309	15.927
77.1	2.747	5.514	21.98	16.241
77.05	2.614	5.391	23.282	16.705
77	    2.511	5.303	24.236	16.978
76.95	2.401	5.162	25.48	17.479
76.9	2.291	5.07	26.894	17.796
76.85	2.197	4.949	28.174	18.231
76.8	2.072	4.822	30.147	18.723
76.75	1.988	4.745	31.361	19.087
76.7	1.879	4.619	33.655	19.759
76.65	1.773	4.52	35.844	20.113
76.6	1.692	4.389	37.868	20.742
76.55	1.577	4.294	41.147	21.163
76.5	2.727	4.188	43.284	21.778
76.45	1.42	4.065	46.978	22.536
76.4	1.337	3.986	50.933	22.949
76.35	1.263	3.857	55.18	23.852
76.3	1.21	3.767	60.052	24.286
76.25	1.159	3.666	64.117	25.18
76.2	1.11	3.55	70.348	25.912
76.15	1.08	3.468	75.448	26.622
76.1	1.049	3.337	83.132	27.698
76.05	1.049	3.278	88.909	28.545
76	    1.054	3.152	94.333	29.605
75.95	1.072	3.061	102.076	30.488
75.9	1.087	2.962	105.868	31.599
75.85	1.134	2.864	113.194	32.963
75.8	1.175	2.788	117.257	33.877
75.75	1.24	2.682	121.976	35.529
75.7	1.313	2.604	126.905	36.756
75.65	1.366	2.51	129.975	38.309
75.6	1.461	2.417	134.067	40.112
75.55	1.518	2.356	137.21	41.382
75.5	1.619	2.253	139.79	43.708
75.45	1.707	2.201	141.627	45.139
75.4	1.779	2.12	144.007	47.614
75.35	1.888	2.037	146.003	49.789
75.3	1.96	1.98	147.568	51.94
75.25	2.062	1.905	149.376	55.176
75.2	2.159	1.855	150.656	57.022
75.15	2.249	1.784	152.258	60.705
75.1	2.373	1.758	153.738	62.655
75.05	2.446	1.69	154.638	66.236
75	    2.559	1.657	156.067	70.289
74.95	2.647	1.627	156.656	72.922
74.9	2.763	1.588	157.635	78.039
74.85	2.867	1.581	158.728	80.386
74.8	2.944	1.556	159.184	85.104
74.75	3.075	1.556	160.092	88.423
74.7	3.145	1.556	160.471	91.587
74.65	3.268	1.572	161.388	96.326
74.6	3.361	1.581	161.772	99.245
74.55	3.458	1.603	162.403	103.741
74.5	3.573	1.624	162.797	106.662
74.45	3.649	1.659	163.361	110.369
74.4	3.778	1.699	163.789	113.815
74.35	3.856	1.735	164.369	116.345
74.3	3.977	1.796	164.746	120.319
74.25	4.08	1.839	165.065	122.196
74.2	4.157	1.901	165.29	125.236
74.15	4.289	1.969	165.855	127.825
74.1	4.365	2.015	166.153	129.616
74.05	4.487	2.096	166.454	131.812
74	    4.583	2.144	166.79	133.64
73.95	4.677	2.234	166.949	136.02
73.9	4.794	2.29	167.34	137.391
73.85	4.865	2.37	167.543	138.996
73.8	5	    2.452	167.874	140.758
73.75	5.075	2.513	168.047	141.815
73.7	5.187	2.61	168.372	143.449
73.65	5.287	2.671	168.524	144.617
73.6	5.367	2.765	168.717	146.063
73.55	5.495	2.846	169.035	147.032
73.5	5.559	2.917	169.1	148.028
73.45	5.678	3.019	169.264	149.104
73.4	5.773	3.082	169.598	149.985
73.35	5.88	3.185	169.832	150.993
73.3	5.99	3.254	169.934	151.498
73.25	6.077	3.336	170.144	152.427
73.2	6.191	3.439	170.216	153.343
73.15	6.263	3.508	170.413	153.968
73.1	6.36	3.608	170.464	154.601
73.05	6.479	3.684	170.775	155.287
73	    6.548	3.772	170.834	155.847
72.95	6.676	3.862	171.078	156.423
72.9	6.744	3.941	171.122	156.993
72.85	6.865	4.047	171.207	157.633
72.8	6.95	4.103	171.332	157.951
72.75	7.053	4.216	171.416	158.594
72.7	7.159	4.289	171.603	159.01
72.65	7.222	4.376	171.678	159.52
72.6	7.348	4.482	171.881	159.877
72.55	7.417	4.543	171.955	160.242
72.5	7.52	4.657	171.963	160.754
72.45	7.629	4.713	172.146	160.928
72.4	7.683	4.814	172.177	161.447
72.35	7.834	4.908	172.408	161.786
72.3	7.889	4.981	172.373	162.066
72.25	8.016	5.091	172.573	162.538
72.2	8.077	5.152	172.582	162.648
72.15	8.188	5.265	172.648	163.134
72.1	8.303	5.335	172.822	163.29
72.05	8.363	5.421	172.985	163.75
72	    8.482	5.53	172.974	164.027
