Ellpsometry  Data
8/26/2023
11:18 AM
Number of Zones
2
70.000	19.427	20.509	0.440	0.500
69.000	18.008	19.141	0.537	0.537
68.000	16.477	17.721	0.596	0.537
67.000	14.979	16.344	0.645	0.629
66.000	13.456	14.891	0.767	0.697
65.000	11.897	13.478	0.906	0.759
64.000	10.356	12.004	1.003	0.903
63.000	8.760	10.535	1.276	1.031
62.000	7.206	9.058	1.511	1.175
61.000	5.568	7.549	1.875	1.474
60.000	3.966	6.059	2.692	1.732
59.000	2.378	4.536	4.651	2.412
58.000	0.759	3.051	14.105	3.573
57.000	0.877	1.503	167.952	6.792
56.000	2.490	0.184	175.390	95.508
55.000	4.044	1.529	177.365	174.135
54.000	5.628	3.044	178.009	176.737
53.000	7.204	4.543	178.379	178.167
52.000	8.772	6.024	178.917	178.366
51.000	10.294	7.464	178.916	178.522
50.000	11.800	8.923	179.095	179.064
49.000	13.324	10.387	179.288	179.033
48.000	14.782	11.811	179.325	179.207
47.000	16.194	13.177	179.315	179.300
46.000	17.618	14.589	179.426	179.393
45.000	18.983	15.892	179.446	179.459
