Ellpsometry  Data
7/29/2023
1:01 PM
Number of Zones
2
48	9.208	13.089	179.528	178.824
48.197	8.921	12.823	179.552	178.799
48.393	8.603	12.479	179.722	178.743
48.59	8.302	12.213	179.503	178.755
48.787	8.037	11.921	179.429	178.791
48.984	7.707	11.607	179.445	178.733
49.18	7.436	11.325	179.399	178.636
49.377	7.972	11.001	179.354	178.629
49.574	6.831	10.734	179.287	178.664
49.77	6.548	10.404	179.235	178.59
49.967	6.214	10.104	179.243	178.582
50.164	5.962	9.822	179.03	178.558
50.361	5.637	9.486	179.01	178.491
50.557	5.337	9.201	179.006	178.388
50.754	5.043	8.878	178.915	178.413
50.951	4.716	8.589	178.828	178.389
51.148	4.451	8.245	178.704	178.159
51.344	4.119	7.941	178.547	178.146
51.541	3.838	7.659	178.485	178.049
51.738	3.545	7.349	178.168	178.122
51.934	3.209	7.017	178.325	177.767
52.131	2.913	6.663	178.308	177.484
52.328	2.556	6.315	178.525	177.07
52.525	2.266	5.987	178.512	176.635
52.721	1.922	5.621	178.948	176.095
52.918	1.721	5.477	175.901	177.358
53.115	1.292	4.944	179.698	175.179
53.311	0.941	4.623	177.264	174.371
53.508	0.663	4.284	172.484	173.678
53.705	0.419	3.941	162.919	172.885
53.902	0.364	3.82	148.194	175.109
54.098	0.398	3.493	17.482	174.818
54.295	0.811	3.013	9.018	170.226
54.492	1.095	2.679	7.368	169.085
54.689	1.427	2.37	6.337	167.411
54.885	1.589	2.14	1.766	167.931
55.082	2.022	1.762	4.452	163.333
55.279	2.227	1.531	1.962	162.138
55.475	2.596	1.18	3.282	154.01
55.672	2.913	0.933	2.937	145.577
55.869	3.181	0.714	2.352	130.932
56.066	3.506	0.592	2.084	100.229
56.262	3.798	0.61	1.883	66.96
56.459	4.083	0.8	1.612	40.467
56.656	4.392	1.007	1.405	28.719
56.852	4.666	1.285	1.218	20.937
57.049	4.993	1.569	1.039	16.338
57.246	5.267	1.876	0.991	14.115
57.443	5.572	2.182	0.939	11.736
57.639	5.882	2.471	0.869	10.366
57.836	6.157	2.797	0.734	8.852
58.033	6.48	3.091	0.624	7.727
58.23	6.736	3.393	0.551	6.99
58.426	7.06	3.717	0.544	6.237
58.623	7.333	4.019	0.421	5.875
58.82	7.625	4.331	0.377	5.149
59.016	7.943	4.612	0.333	4.672
59.213	8.193	4.949	0.176	4.389
59.41	8.521	5.259	0.008	4.152
59.607	8.804	5.56	0.21	3.878
59.803	9.097	5.902	0.112	3.632
60	9.375	6.17	0.032	3.356
